C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_20_762.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_20_762.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_20_762.jpg, -0.7355354, 1, 0, 9.336703
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_20_861.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_20_861.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_20_861.jpg, -0.5725511, 1, 0, 10.43593
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_20_963.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_20_963.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_20_963.jpg, -0.2762935, 1, 0, 11.65967
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_21_065.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_21_065.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_21_065.jpg, 0, 1, 0, 12.45141
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_21_166.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_21_166.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_21_166.jpg, 0, 1, 0, 13.72032
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_21_269.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_21_269.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_21_269.jpg, 0, 1, 0, 14.80518
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_21_371.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_21_371.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_21_371.jpg, -0.1593318, 1, 0, 15.78051
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_21_472.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_21_472.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_21_472.jpg, -0.5179845, 1, 0, 16.91633
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_21_600.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_21_600.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_21_600.jpg, -0.1436602, 1, 0, 18.1432
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_21_697.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_21_697.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_21_697.jpg, 0, 1, 0, 19.31397
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_21_798.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_21_798.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_21_798.jpg, 0, 1, 0, 20.21003
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_21_899.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_21_899.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_21_899.jpg, 0, 1, 0, 21.30286
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_22_000.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_22_000.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_22_000.jpg, -0.2793944, 1, 0, 22.20156
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_22_103.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_22_103.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_22_103.jpg, -0.5807844, 1, 0, 23.04988
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_22_204.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_22_204.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_22_204.jpg, -0.5141765, 1, 0, 23.84235
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_22_306.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_22_306.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_22_306.jpg, -0.2140604, 1, 0, 24.83469
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_22_408.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_22_408.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_22_408.jpg, 0, 1, 0, 25.76984
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_22_508.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_22_508.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_22_508.jpg, 0, 1, 0, 26.71081
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_22_610.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_22_610.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_22_610.jpg, 0.06967163, 1, 0, 27.64758
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_22_711.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_22_711.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_22_711.jpg, 0.3691133, 1, 0, 28.48605
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_22_813.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_22_813.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_22_813.jpg, 0.04510849, 1, 0, 29.5576
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_22_914.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_22_914.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_22_914.jpg, -0.09272224, 1, 0, 30.18515
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_23_015.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_23_015.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_23_015.jpg, -0.3939929, 1, 0, 30.15058
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_23_115.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_23_115.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_23_115.jpg, -0.4769757, 1, 0, 30.16022
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_23_217.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_23_217.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_23_217.jpg, -0.1747341, 1, 0, 30.19358
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_23_320.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_23_320.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_23_320.jpg, 0, 1, 0, 30.18823
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_23_423.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_23_423.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_23_423.jpg, 0, 1, 0, 30.19002
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_23_524.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_23_524.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_23_524.jpg, 0, 1, 0, 30.19047
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_23_625.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_23_625.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_23_625.jpg, 0, 1, 0, 30.1903
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_23_727.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_23_727.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_23_727.jpg, 0, 1, 0, 30.1903
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_23_827.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_23_827.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_23_827.jpg, 0, 1, 0, 30.19032
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_23_928.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_23_928.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_23_928.jpg, -0.163542, 1, 0, 30.18296
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_24_028.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_24_028.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_24_028.jpg, -0.401096, 1, 0, 30.15771
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_24_130.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_24_130.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_24_130.jpg, -0.09355576, 1, 0, 30.19156
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_24_231.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_24_231.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_24_231.jpg, 0, 1, 0, 30.18948
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_24_334.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_24_334.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_24_334.jpg, 0, 1, 0, 30.19013
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_24_435.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_24_435.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_24_435.jpg, 0, 1, 0, 30.19033
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_24_535.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_24_535.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_24_535.jpg, -0.2518253, 1, 0, 30.17445
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_24_636.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_24_636.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_24_636.jpg, -0.3804638, 1, 0, 30.16802
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_24_736.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_24_736.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_24_736.jpg, -0.07791033, 1, 0, 30.19139
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_24_839.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_24_839.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_24_839.jpg, 0, 1, 0, 30.18945
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_24_939.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_24_939.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_24_939.jpg, 0, 1, 0, 30.1902
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_25_038.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_25_038.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_25_038.jpg, 0, 1, 0, 30.19027
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_25_140.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_25_140.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_25_140.jpg, 0, 1, 0, 30.19064
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_25_242.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_25_242.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_25_242.jpg, 0, 1, 0, 30.19031
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_25_345.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_25_345.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_25_345.jpg, 0, 1, 0, 30.18979
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_25_447.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_25_447.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_25_447.jpg, 0, 1, 0, 30.19031
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_25_548.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_25_548.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_25_548.jpg, 0, 1, 0, 30.19031
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_25_650.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_25_650.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_25_650.jpg, 0, 1, 0, 30.19032
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_25_751.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_25_751.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_25_751.jpg, 0, 1, 0, 30.19031
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_25_853.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_25_853.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_25_853.jpg, 0, 1, 0, 30.19031
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_25_955.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_25_955.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_25_955.jpg, -0.1110826, 1, 0, 30.18703
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_26_058.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_26_058.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_26_058.jpg, -0.3444798, 1, 0, 30.1641
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_26_159.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_26_159.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_26_159.jpg, -0.0486, 1, 0, 30.1905
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_26_260.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_26_260.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_26_260.jpg, 0, 1, 0, 30.1897
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_26_363.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_26_363.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_26_363.jpg, 0, 1, 0, 30.19025
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_26_464.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_26_464.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_26_464.jpg, -0.1082611, 1, 0, 30.18795
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_26_565.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_26_565.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_26_565.jpg, -0.4039673, 1, 0, 30.15539
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_26_666.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_26_666.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_26_666.jpg, -0.3497431, 1, 0, 30.18322
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_26_766.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_26_766.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_26_766.jpg, -0.04543123, 1, 0, 30.18931
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_26_868.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_26_868.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_26_868.jpg, 0, 1, 0, 30.18943
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_26_968.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_26_968.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_26_968.jpg, 0, 1, 0, 30.19023
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_27_072.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_27_072.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_27_072.jpg, 0, 1, 0, 30.19028
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_27_175.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_27_175.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_27_175.jpg, 0, 1, 0, 30.19031
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_27_277.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_27_277.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_27_277.jpg, 0, 1, 0, 30.19029
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_27_378.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_27_378.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_27_378.jpg, 0, 1, 0, 30.1903
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_27_479.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_27_479.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_27_479.jpg, -0.01927709, 1, 0, 30.19022
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_27_582.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_27_582.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_27_582.jpg, -0.07896256, 1, 0, 30.19011
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_27_684.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_27_684.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_27_684.jpg, 0, 1, 0, 30.19019
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_27_786.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_27_786.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_27_786.jpg, 0, 1, 0, 30.19028
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_27_888.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_27_888.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_27_888.jpg, 0, 1, 0, 30.19031
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_27_992.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_27_992.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_27_992.jpg, -0.09002274, 1, 0, 30.18837
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_28_092.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_28_092.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_28_092.jpg, -0.3912419, 1, 0, 30.15624
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_28_193.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_28_193.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_28_193.jpg, -0.1866098, 1, 0, 30.19121
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_28_293.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_28_293.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_28_293.jpg, 0, 1, 0, 30.18862
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_28_393.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_28_393.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_28_393.jpg, 0, 1, 0, 30.19008
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_28_495.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_28_495.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_28_495.jpg, 0, 1, 0, 30.19028
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_28_596.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_28_596.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_28_596.jpg, 0, 1, 0, 30.19029
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_28_697.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_28_697.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_28_697.jpg, 0, 1, 0, 30.19031
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_28_800.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_28_800.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_28_800.jpg, -0.1905054, 1, 0, 30.18056
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_28_902.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_28_902.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_28_902.jpg, -0.1476985, 1, 0, 30.18915
C:\Users\Kasper\Desktop\Data\IMG\center_2019_02_16_13_51_29_003.jpg, C:\Users\Kasper\Desktop\Data\IMG\left_2019_02_16_13_51_29_003.jpg, C:\Users\Kasper\Desktop\Data\IMG\right_2019_02_16_13_51_29_003.jpg, 0, 1, 0, 30.18964
